sistema;num_cicloe;calle_prin;calle_secu;colonia;alcaldia;latitud;longitud;sitio_de_e;estatus
Ecobici;542;Doctor  Enrique Gozalez Martinez;Eligio Ancona;Santa Maria la Ribera;Cuauhtemoc;19.451.838;-99.154.584;Arroyo;Instalada
Ecobici;543;Jaime Torres Bodet;Manuel Carpio;Santa Maria la Ribera;Cuauhtemoc;19.450.506;-99.157.375;Arroyo;Instalada
Ecobici;544;Salvador Diaz Miron;Nogal;Santa Maria la Ribera;Cuauhtemoc;19.449.773;-99.163.136;Arroyo;Instalada
Ecobici;545;Sabino;Salvador Diaz Miron;Santa Maria la Ribera;Cuauhtemoc;19.449.104;-99.159.931;Arroyo;Instalada
Ecobici;546;Salvador Diaz Miron;Santa Maria la Ribera;Santa Maria la Ribera;Cuauhtemoc;19.448.764;-99.156.817;Arroyo;Instalada
Ecobici;547;Doctor Enrique Gonzalez Martinez;Salvador Diaz Miron;Santa Maria la Ribera;Cuauhtemoc;1.944.763;-991.554;Arroyo;Instalada
Ecobici;548;Doctor Mariano Azuela;Jose Antonio Alzate;Santa Maria la Ribera;Cuauhtemoc;1.944.701;-99.154.318;Arroyo;Instalada
Ecobici;549;Sor Juana Ines de la Cruz;Doctor Atl;Santa Maria la Ribera;Cuauhtemoc;194.450.444;-9.915.713.333;Arroyo;Instalada
Ecobici;550;Sor Juana Ines de la Cruz;Fresno;Santa Maria la Ribera;Cuauhtemoc;194.459.583;-9.916.137.222;Arroyo;Instalada
Ecobici;551;Nogal;Av. Ribera de San Cosme;Santa Maria la Ribera;Cuauhtemoc;194.435.806;-9.916.488.333;Arroyo;Instalada
Ecobici;552;Fresno;Av. Ribera de San Cosme;Santa Maria la Ribera;Cuauhtemoc;1.944.310.811;-9.916.245.373;Arroyo;Instalada
Ecobici;553;Jaime Torres Bodet;Av. Ribera de San Cosme;Santa Maria la Ribera;Cuauhtemoc;19.442;-9.915.933.333;Arroyo;Instalada
Ecobici;554;Heroes Ferrocarrileros;Mariano Azuela;Santa Maria la Ribera;Cuauhtemoc;1.944.174.727;-9.915.563.897;Arroyo;Instalada
Ecobici;555;Av. Ribera de San Cosme;Av. Insurgentes Centro;Santa Maria la Ribera;Cuauhtemoc;1.944.021.597;-9.915.616.778;Banqueta;Instalada
Ecobici;556;Plaza Tlaxcoaque;Diagonal 20 de Noviembre;Centro;Cuauhtemoc;19.423.056;-99.134.941;Arroyo;Instalada
Ecobici;557;5 de Febrero;Fernando de Alva Ixtlilxochitl;Obrera;Cuauhtemoc;1.941.981;-99.135.941;Arroyo;Instalada
Ecobici;558;Chimalpopoca;Simon Bolivar;Centro;Cuauhtemoc;194.223;-99.139.872;Arroyo;Instalada
Ecobici;559;Fernando de Alva Ixtlilxochitl;Diagonal 20 de Noviembre;Obrera;Cuauhtemoc;19.420.029;-99.140.999;Arroyo;Instalada
Ecobici;560;Doctor Liceaga;Eje Central Lazaro Cardenas;Doctores;Cuauhtemoc;19.421.599;-99.143.408;Arroyo;Instalada
Ecobici;561;Doctor  Jimenez;Doctor Lavista;Doctores;Cuauhtemoc;19.423.673;-99.147.957;Arroyo;Instalada
Ecobici;562;Claudio Bernard;Jose Maria Vertiz;Doctores;Cuauhtemoc;1.942.037;-99.146.818;Arroyo;Instalada
Ecobici;563;Doctor Velasco;Niños Heroes;Doctores;Cuauhtemoc;19.419.444;-99.149.776;Arroyo;Instalada
Ecobici;564;Doctor Carmona y Valle;Doctor Velasco;Doctores;Cuauhtemoc;19.419.509;-99.153.227;Arroyo;Instalada
Ecobici;565;Doctor Martinez del Rio;Doctor Lucio;Doctores;Cuauhtemoc;19.417.668;-99.152.775;Arroyo;Instalada
Ecobici;566;Doctor Jimenez;Doctor Garcia;Doctores;Cuauhtemoc;1.941.638;-991.495;Arroyo;Instalada
Ecobici;567;Doctor Martinez del Rio;Doctor Jose Terres;Doctores;Cuauhtemoc;19.417.133;-99.145.649;Arroyo;Instalada
Ecobici;568;Doctor Barragan;Doctor Erazo;Doctores;Cuauhtemoc;19.418.013;-99.144.598;Arroyo;Instalada
Ecobici;569;Gutierrez Najera;Simon Bolivar;Obrera;Cuauhtemoc;19.415.713;-99.141.227;Arroyo;Instalada
Ecobici;570;Alfredo Chavero;Simon Bolivar;Obrera;Cuauhtemoc;19.417.595;-99.140.972;Arroyo;Instalada
Ecobici;571;Manuel M. Flores;Calzada San Antonio Abad;Obrera;Cuauhtemoc;19.416.221;-99.134.909;Arroyo;Instalada
Ecobici;572;Manuel J. Othon;5 de Febrero;Obrera;Cuauhtemoc;19.414.595;-99.135.886;Arroyo;Instalada
Ecobici;573;Fernando Ramirez;Isabel la Catolica;Obrera;Cuauhtemoc;19.412.853;-99.138.723;Arroyo;Instalada
Ecobici;574;Jose Maria Roa Barcenas;Simon Bolivar;Obrera;Cuauhtemoc;1.941.175;-9.914.096;Arroyo;Instalada
Ecobici;575;Fernando Ramirez;Eje Central Lazaro Cardenas;Obrera;Cuauhtemoc;19.413.235;-99.143.476;Arroyo;Instalada
Ecobici;576;Doctor Arce;Jose Maria Vertiz;Doctores;Cuauhtemoc;19.413.469;-9.914.825;Arroyo;Instalada
Ecobici;577;Doctor Marquez;Doctor Jimenez;Doctores;Cuauhtemoc;19.411.609;-9.915.314;Arroyo;Instalada
Ecobici;578;Doctor Jimenez;Doctor Federico Gomez Santos;Doctores;Cuauhtemoc;19.408.649;-99.151.126;Arroyo;Instalada
Ecobici;579;Doctor Marquez;Privada Doctor Duran;Doctores;Cuauhtemoc;19.410.884;-99.144.975;Arroyo;Instalada
Ecobici;580;Antonio Solis;Simon Bolivar;Obrera;Cuauhtemoc;19.409.817;-99.141.643;Arroyo;Instalada
Ecobici;581;Jose Maria Roa Barcenas;Calzada San Antonio Abad;Obrera;Cuauhtemoc;19.411.323;-99.135.626;Arroyo;Instalada
Ecobici;582;Antonio Solis;Calzada San Antonio Abad;Obrera;Cuauhtemoc;19.409.473;-99.135.939;Arroyo;Instalada
Ecobici;583;Angel del Campo;5 de Febrero;Obrera;Cuauhtemoc;19.408.087;-99.137.763;Arroyo;Instalada
Ecobici;584;Enrique Granados;Jose Peon Contreras (Eje 3);Algarin;Cuauhtemoc;1.940.697;-9.914.383;Arroyo;Instalada
Ecobici;585;Jose Toribio Medina;Manuel Navarrete;Algarin;Cuauhtemoc;19.405.358;-9.914.316;Arroyo;Instalada
Ecobici;586;Bernardo Couto;Juan E. Hernandez y Davalos;Algarin;Cuauhtemoc;19.406.458;-99.138.735;Arroyo;Instalada
Ecobici;587;Jose Toribio Medina;Marcelino Davalos;Algarin;Cuauhtemoc;19.404.654;-99.136.966;Arroyo;Instalada
Ecobici;588;Avenida Fernando;La Coruña;Alamos;Benito Juarez;19.401.239;-99.137.404;Arroyo;Instalada
Ecobici;589;Cadiz;Calzada de Tlalpan;Alamos;Benito Juarez;1.939.859;-99.137.732;Arroyo;Instalada
Ecobici;590;Avenida Fernando;Isabel la Catolica;Alamos;Benito Juarez;19.399.172;-99.140.625;Arroyo;Instalada
Ecobici;591;Simon Bolivar;La Coruña;Alamos;Benito Juarez;19.402.088;-99.142.976;Arroyo;Instalada
Ecobici;592;Cadiz;Eje Central Lazaro Cardenas;Alamos;Benito Juarez;19.399.664;-99.145.136;Arroyo;Instalada
Ecobici;593;Zempoala;Diagonal de San Antonio;Narvarte;Benito Juarez;19.400.943;-99.147.989;Arroyo;Instalada
Ecobici;594;Xochicalco;Obrero Mundial;Piedad Narvarte;Benito Juarez;19.402.277;-99.153.294;Arroyo;Instalada
Ecobici;595;Yacatas;Diagonal de San Antonio;Narvarte;Benito Juarez;19.396.983;-99.155.114;Arroyo;Instalada
Ecobici;596;Cumbres de Maltrata;Uxmal;Narvarte;Benito Juarez;19.395.205;-99.155.049;Arroyo;Instalada
Ecobici;597;Diagonal San Antonio;Icacos;Narvarte;Benito Juarez;19.398.858;-99.151.211;Arroyo;Instalada
Ecobici;598;Palenque;Cumbres de Maltrata;Narvarte;Benito Juarez;193.931;-99.152.012;Arroyo;Instalada
Ecobici;599;La Morena;Zempoala;Narvarte;Benito Juarez;19.398.143;-99.148.333;Arroyo;Instalada
Ecobici;600;Cumbres de Acultzingo;Av. Universidad;Narvarte;Benito Juarez;19.392.463;-99.150.544;Arroyo;Instalada
Ecobici;601;Navarra;Av. Fernando;Alamos;Benito Juarez;19.395.812;-99.145.347;Arroyo;Instalada
Ecobici;602;Correspondencia;Eje Central Lazaro Cardenas;Postal;Benito Juarez;19.392.523;-99.146.194;Arroyo;Instalada
Ecobici;603;Castilla;Eje 4 Sur Xola;Alamos;Benito Juarez;19.394.422;-99.143.291;Arroyo;Instalada
Ecobici;604;Andalucia;Carteros;Postal;Benito Juarez;19.390.945;-99.142.972;Arroyo;Instalada
Ecobici;605;5 de Febrero;Alfonso XIII;Alamos;Benito Juarez;1.939.516;-99.139.532;Arroyo;Instalada
Ecobici;606;Alfonso XIII;Aragon;Alamos;Benito Juarez;1.939.489;-991.389;Arroyo;Instalada
Ecobici;607;Union Postal;Calzada de Tlalpan;Postal;Benito Juarez;19.390.924;-9.913.895;Arroyo;Instalada
Ecobici;608;Ahorro Postal;Francisco Marquez;Josefa Ortiz de Dominguez;Benito Juarez;19.388.373;-99.139.746;Arroyo;Instalada
Ecobici;609;Romero;Calzada de Tlalpan;Americas Unidas;Benito Juarez;19.384.623;-99.139.817;Arroyo;Instalada
Ecobici;610;Av. Victor Hugo;Av. Niños Heroes de Chapultepec;Niños Heroes de Chapultepec;Benito Juarez;19.387.174;-99.143.708;Arroyo;Instalada
Ecobici;611;Miguel Negrete;Avenida Niños Heroes de Chapultepec;Niños Heroes de Chapultepec;Benito Juarez;19.387.506;-99.146.338;Arroyo;Instalada
Ecobici;612;Torres Adalid;Cumbres de Maltrata;Narvarte;Benito Juarez;19.388.148;-99.148.446;Arroyo;Instalada
Ecobici;613;Luz Saviñon;Doctor Jose Maria Vertiz;Narvarte;Benito Juarez;19.390.019;-9.915.111;Arroyo;Instalada
Ecobici;614;Torres Adalid;Av. Cuauhtemoc;Narvarte Poniente;Benito Juarez;193.893;-9.915.633;Arroyo;Instalada
Ecobici;615;Tajin;Av. Universidad;Narvarte;Benito Juarez;1.938.748;-99.153.876;Arroyo;Instalada
Ecobici;616;Peten;Eje 5 Sur;Vertiz Narvarte;Benito Juarez;1.938.483;-9.915.363;Arroyo;Instalada
Ecobici;617;Mitla;Eje 5 Sur;Narvarte;Benito Juarez;19.384.589;-99.150.517;Arroyo;Instalada
Ecobici;618;Bartolome R. Salido;Edzna;Vertiz Narvarte;Benito Juarez;19.381.824;-99.148.086;Arroyo;Instalada
Ecobici;619;Kiff;Rafael Solana Verduguillo;Independencia;Benito Juarez;19.381.277;-99.145.804;Arroyo;Instalada
Ecobici;620;Fernando Montes de Oca;Priv. Lago;Americas Unidas;Benito Juarez;19.381.804;-99.142.997;Arroyo;Instalada
Ecobici;621;Lago Poniente;Calzada de Tlalpan;Americas Unidas;Benito Juarez;19.379.458;-99.140.943;Arroyo;Instalada
Ecobici;622;Fernando Montes de Oca;Eje 6 Sur;San Simon Ticumac;Benito Juarez;19.378.362;-99.144.007;Arroyo;Instalada
Ecobici;623;Fernando Montes de Oca;Antonio Rodriguez;San Simon Ticumac;Benito Juarez;19.375.518;-99.144.118;Arroyo;Instalada
Ecobici;624;Luis Spota;Eje Central Lazaro Cardenas;San Simon Ticumac;Benito Juarez;19.377.516;-99.148.116;Arroyo;Instalada
Ecobici;625;Zempoala;Eje 6 Sur;Independencia;Benito Juarez;19.379.521;-99.150.052;Arroyo;Instalada
Ecobici;626;San Borja;Peten;Vertiz Narvarte;Benito Juarez;19.382.115;-99.153.988;Arroyo;Instalada
Ecobici;627;San Borja;Av. Universidad;Vertiz Narvarte;Benito Juarez;19.382.606;-99.156.592;Arroyo;Instalada
Ecobici;628;Tenayuca;Chichen Itza;Letran Valle;Benito Juarez;19.378.281;-9.915.841;Arroyo;Instalada
Ecobici;629;Tajin;Chichen Itza;Letran Valle;Benito Juarez;19.376.367;-99.155.872;Arroyo;Instalada
Ecobici;630;Cuicuilco;Motozintla;Letran Valle;Benito Juarez;19.375.677;-99.152.953;Arroyo;Instalada
Ecobici;631;Miguel Laurent;Eje Central Lazaro Cardenas;Portales;Benito Juarez;19.372.907;-99.149.207;Arroyo;Instalada
Ecobici;632;Victor Hugo;Sevilla;Portales;Benito Juarez;19.370.891;-99.151.577;Arroyo;Instalada
Ecobici;633;Canarias;Calzada Santa Cruz;San Simon Ticumac;Benito Juarez;19.372.175;-99.146.356;Arroyo;Instalada
Ecobici;634;Rumania;Avenida Victor Hugo;Portales;Benito Juarez;19.370.133;-99.145.866;Arroyo;Instalada
Ecobici;635;Calzada Santa Cruz;Antillas;Portales;Benito Juarez;19.370.586;-99.142.294;Arroyo;Instalada
Ecobici;636;Ajusco;Antillas;Portales;Benito Juarez;19.367.131;-99.142.838;Arroyo;Instalada
Ecobici;637;Ajusco;Emperadores;Portales;Benito Juarez;1.936.576;-99.144.413;Arroyo;Instalada
Ecobici;638;Av. Pirineos;Antillas;Portales;Benito Juarez;19.361.743;-99.143.867;Arroyo;Instalada
Ecobici;639;Bulgaria;Rumania;Portales;Benito Juarez;19.364.528;-99.146.988;Arroyo;Instalada
Ecobici;640;Odesa;Bulgaria;Portales;Benito Juarez;19.367.465;-99.148.786;Arroyo;Instalada
Ecobici;641;Sevilla;Av. Presidentes;Portales;Benito Juarez;19.368.109;-99.151.863;Arroyo;Instalada
Ecobici;642;Avenida Republicas;Monrovia;Portales;Benito Juarez;19.364.001;-99.150.422;Arroyo;Instalada
Ecobici;643;Filipinas;Av. Pirineos;Portales;Benito Juarez;19.362.323;-99.148.805;Arroyo;Instalada
Ecobici;644;Monrovia;Eje 8 Sur Av. Popocatepetl;Portales;Benito Juarez;19.361.371;-99.150.619;Arroyo;Instalada
Ecobici;645;Saratoga;Ajusco;Portales;Benito Juarez;19.358.634;-99.152.732;Arroyo;Instalada
Ecobici;646;Rumania;Eje 8 Sur Av. Popocatepetl;Portales;Benito Juarez;1.936.053;-991.475;Arroyo;Instalada
Ecobici;647;Alhambra;Avenida Nevado;Portales;Benito Juarez;19.359.093;-99.145.247;Arroyo;Instalada
Ecobici;648;Rafael Olivia;20 de Agosto;San Diego Churubusco;Coyoacan;19.354.411;-99.147.795;Arroyo;Instalada
Ecobici;649;Heroes del 47;J. Aguilar y Lopez;San Mateo;Coyoacan;1.935.072;-99.146.786;Arroyo;Instalada
Ecobici;650;Xicotencatl;Prolongacion Xicotencatl;San Diego Churubusco;Coyoacan;19.355.945;-99.149.258;Arroyo;Instalada
Ecobici;651;Heroes del 47;Av. Division del Norte;San Mateo;Coyoacan;19.351.578;-99.150.941;Arroyo;Instalada
Ecobici;652;Xicotencatl;Av. Division del Norte;Del Carmen;Coyoacan;19.354.876;-99.153.611;Arroyo;Instalada
Ecobici;653;Londres;Av. Division del Norte;Del Carmen;Coyoacan;1.935.674;-9.915.309;Arroyo;Instalada
Ecobici;654;Londres;San Pedro;Del Carmen;Coyoacan;19.355.942;-99.157.461;Arroyo;Instalada
Ecobici;655;Gomez Farias;Viena;Del Carmen;Coyoacan;19.357.076;-99.160.189;Arroyo;Instalada
Ecobici;656;Ignacio Allende;Paris;Del Carmen;Coyoacan;193.543.111;-9.916.243.611;Arroyo;Instalada
Ecobici;657;Madrid;Centenario;Del Carmen;Coyoacan;193.574.361;-9.916.379.444;Arroyo;Instalada
Ecobici;658;Vicente Guerrero;Berlin;Del Carmen;Coyoacan;19.355.339;-99.165.613;Arroyo;Instalada
Ecobici;659;Madrid;Avenida Mexico;Del Carmen;Coyoacan;193.564.861;-9.916.945.556;Arroyo;Instalada
Ecobici;660;Josefa Ortiz de Dominguez;Circuito Interior;Del Carmen;Coyoacan;193.580.028;-9.917.010.556;Arroyo;Instalada
Ecobici;661;Madrid;Av. Universidad;Del Carmen;Coyoacan;1.935.675;-99.171.769;Arroyo;Instalada
Ecobici;662;Manzano;Circuito Interior;Axotla;Alvaro Obregon;19.362.041;-99.175.158;Arroyo;Instalada
Ecobici;663;Hortensia;Av. Universidad;Axotla;Alvaro Obregon;193.548.028;-9.917.541.944;Arroyo;Instalada
Ecobici;664;Hortensia;2da cerrrada de Minerva;Florida;Alvaro Obregon;19.355.544;-99.178.992;Arroyo;Instalada
Ecobici;665;Moras;Mango;Florida;Alvaro Obregon;193.589.028;-9.917.799.722;Arroyo;Instalada
Ecobici;666;Moras;Naranjo;Florida;Alvaro Obregon;193.614.885;-9.917.743.249;Arroyo;Instalada
Ecobici;667;Hermes;Mosqueta;Credito Constructor;Benito Juarez;193.639.778;-9.918.091.389;Arroyo;Instalada
Ecobici;668;Plateros;Capuchinas;San Jose Insurgentes;Benito Juarez;19.367.522;-99.181.727;Banqueta;Instalada
Ecobici;669;Los Juarez;Sagredo;San Jose Insurgentes;Benito Juarez;1.937.075.451;-9.918.743.854;Arroyo;Instalada
Ecobici;670;Felix Parra;Flamencos;San Jose Insurgentes;Benito Juarez;193.676;-9.918.499.167;Arroyo;Instalada
Ecobici;671;Plateros;Jose Maria Velasco;San Jose Insurgentes;Benito Juarez;19.364.577;-99.186.288;Arroyo;Instalada
Ecobici;672;Jose Maria Velasco;Damas;San Jose Insurgentes;Benito Juarez;1.936.295;-99.183.161;Arroyo;Instalada
Ecobici;673;Miguel Noreña;Jose Maria Ibarraran;San Jose Insurgentes;Benito Juarez;19.363.153;-99.186.963;Arroyo;Instalada
Ecobici;674;Macedonio Alcala;Silvestre Revueltas;Guadalupe Inn;Alvaro Obregon;19.361.845;-99.186.887;Banqueta;Instalada
Ecobici;675;Manuel Castro Padilla;Av. Revolucion;Guadalupe Inn;Alvaro Obregon;193.625.527;-991.889.526;Arroyo;Instalada
Ecobici;676;Ricardo Palmerin;Abundio Martinez;Guadalupe Inn;Alvaro Obregon;19.358.262;-9.918.809;Arroyo;Instalada
Ecobici;677;Juan Pablo II;Av. Insurgentes;Guadalupe Inn;Alvaro Obregon;19.359.053;-99.184.317;Arroyo;Instalada
Ecobici;678;Francia;Tecoyotitla;Florida;Alvaro Obregon;1.935.886.344;-9.918.292.974;Arroyo;Instalada
Ecobici;679;Olivo;Tecoyotitla;Florida;Alvaro Obregon;19.354.886;-99.184.642;Arroyo;Instalada
Ecobici;680;Diego Becerra;Av. Revolucion;San Jose Insurgentes;Benito Juarez;1.936.672;-99.188.409;Arroyo;Instalada
Ecobici;681;Guty Cardenas;Ricardo Castro;Guadalupe Inn;Alvaro Obregon;19.355.817;-99.189.142;Arroyo;Instalada
Ecobici;682;Manuel M Ponce;Fernando M Villalpando;Guadalupe Inn;Alvaro Obregon;1.935.355;-99.189.519;Arroyo;Instalada
Ecobici;683;Pedro Luis Ogazon;Av. Insurgentes;San Angel;Alvaro Obregon;193.503.611;-991.871.111;Arroyo;Instalada
Ecobici;684;Vito Alessio Robles;Tecoyotitla;Guadalupe Chimalistac;Alvaro Obregon;19.351.594;-99.184.772;Arroyo;Instalada
Ecobici;685;Av. de la Paz;Av. Insurgentes;Guadalupe Chimalistac;Alvaro Obregon;19.347.693;-99.187.026;Banqueta;Instalada
Ecobici;686;Avenida Vito Alessio Robles;Av. Universidad;Agricola;Alvaro Obregon;19.352.203;-99.178.393;Arroyo;Instalada
Ecobici;687;Av. Francisco Sosa;Panzacola;Santa Catarina;Coyoacan;19.349.348;-99.179.015;Arroyo;Instalada
Ecobici;688;Panzacola;Av. Miguel Angel de Quevedo;Santa Catarina;Coyoacan;19.346.975;-99.178.791;Arroyo;Instalada
Ecobici;689;G. Perez Valenzuela;Tlapancalco;Santa Catarina;Coyoacan;19.351.426;-99.175.455;Arroyo;Instalada
Ecobici;690;Tata Vasco;Av. Miguel Angel de Quevedo;Santa Catarina;Coyoacan;193.459.701;-9.917.296;Arroyo;Instalada
Ecobici;691;Melchor Ocampo;Dulce Olivia;Santa Catarina;Coyoacan;19.347.283;-99.170.834;Arroyo;Instalada
Ecobici;692;Presidente Carranza;Francisco Sosa;Santa Catarina;Coyoacan;19.349.149;-99.169.646;Arroyo;Instalada
Ecobici;693;Xicotencatl;Vicente Guerrero;Del Carmen;Coyoacan;19.352.531;-99.164.913;Arroyo;Instalada
Ecobici;694;Ignacio Aldama;Centenario;Del Carmen;Coyoacan;19.353.243;-99.163.753;Arroyo;Instalada
Ecobici;695;Malintzin;Allende;Del Carmen;Coyoacan;19.352.143;-99.162.096;Arroyo;Instalada
Ecobici;696;Av. Mexico;Malintzin;Del Carmen;Coyoacan;1.935.154;-99.164.523;Arroyo;Instalada
Ecobici;697;Francisco Sosa;Tres Cruces;Villa Coyoacan;Coyoacan;19.349.277;-99.164.921;Arroyo;Instalada
Ecobici;698;Cda. Alberto Zamora;Av. Miguel Angel de Quevedo;Villa Coyoacan;Coyoacan;19.344.855;-99.163.575;Arroyo;Instalada
Ecobici;699;San Gregorio;Felipe Carrillo Puerto;Villa Coyoacan;Coyoacan;19.346.895;-99.163.868;Arroyo;Instalada
Ecobici;700;Abasolo;Avenida Miguel Hidalgo;Del Carmen;Coyoacan;19.350.062;-99.160.024;Arroyo;Instalada
Ecobici;701;Cuauhtemoc;Morelos;Del Carmen;Coyoacan;19.352.052;-99.157.981;Arroyo;Instalada
Ecobici;702;Fernandez Leal;Plaza de la Conchita;Barrio la Concepcion;Coyoacan;19.347.246;-9.915.857;Arroyo;Instalada
Ecobici;703;Avenida Miguel Hidalgo;Calzada General Anaya;Del Carmen;Coyoacan;19.350.776;-99.155.379;Arroyo;Instalada
Ecobici;704;Pacifico;Asia;Barrio la Concepcion;Coyoacan;19.344.976;-99.157.824;Arroyo;Instalada
Ecobici;705;Europa;Av. Miguel Angel de Quevedo;Parque San Andres;Coyoacan;1.934.406;-99.155.983;Arroyo;Instalada
Ecobici;706;Canada;Acolotitla;Barrio San Lucas;Coyoacan;19.347.503;-9.915.244;Arroyo;Instalada
Ecobici;707;Irlanda;Av. Division del Norte;Parque San Andres;Coyoacan;19.348.076;-9.914.906;Arroyo;Instalada
Ecobici;708;Irlanda;Canada;Parque San Andres;Coyoacan;19.346.489;-99.145.828;Arroyo;Instalada
Ecobici;709;Inglaterra;Antigua Taxqueña;Parque San Andres;Coyoacan;19.344.271;-99.149.973;Arroyo;Instalada
Ecobici;710;Molino del Rey;Glorieta de la Lealtad;San Miguel Chapultepec;Miguel Hidalgo;194.168.415;-991.925.204;Calzada;Instalada
Ecobici;711;Molino del Rey;Av. Constituyentes;San Miguel Chapultepec;Miguel Hidalgo;194.136.683;-991.919.528;Calzada;Instalada
Ecobici;107;Tolsa;Balderas;Centro;Cuauhtemoc;19.427.329;-99.149.971;Arroyo;Instalada
Ecobici;158;Huatabampo;Av. Cuauhtemoc;Roma Sur;Cuauhtemoc;19.407.507;-99.155.541;Arroyo;Instalada
Ecobici;192;Ruben Dario;Av. Paseo de la Reforma;Bosque de Chapultepec;Miguel Hidalgo;1.942.592;-99.190.755;Camellón;Instalada
Ecobici;235;Campos Eliseos;Av. Moliere;Polanco;Miguel Hidalgo;19.429.332;-99.202.181;Arroyo;Instalada
Ecobici;237;Andres Bello;George Eliot;Polanco;Miguel Hidalgo;19.426.744;-99.193.986;Arroyo;Instalada
Ecobici;264;Heroes Ferrocarrileros;Jesus Garcia;Buenavista;Cuauhtemoc;19.440.985;-99.152.935;Arroyo;Instalada
Ecobici;266;Jesus Garcia;Carlos J. Meneses;Buenavista;Cuauhtemoc;19.444.031;-99.152.187;Arroyo;Instalada
Ecobici;268;Luis Donaldo Colosio;Jesus Garcia;Buenavista;Cuauhtemoc;19.442.467;-99.151.658;Arroyo;Instalada
Ecobici;271;Jesus Garcia;Carlos J. Meneses;Buenavista;Cuauhtemoc;19.443.684;-99.152.465;Arroyo;Instalada
Ecobici;273;Luis Donaldo Colosio;Jesus Garcia;Buenavista;Cuauhtemoc;19.442.707;-99.152.956;Arroyo;Instalada
Ecobici;390;Oso;Felix Cuevas;Actipan;Benito Juarez;19.373.384;-99.178.173;Arroyo;Instalada
Ecobici;445;Riff;Avenida Rio Churubusco;General Pedro Maria Anaya;Benito Juarez;19.358.934;-99.156.064;Arroyo;Instalada
