Genero,Edad,Bici,Estacion salida,Estacion llegada,Duracion viaje en minutos
M,30.0,5472956,227,046,16.78
M,21.0,6334197,069,066,6.47
M,28.0,3144474,424,427,21.45
M,27.0,8065195,563,059,19.32
M,36.0,3474871,226,579,31.47
M,34.0,8541500,026,082,7.47
F,19.0,8829798,472,486,29.03
M,30.0,5514278,549,055,19.77
M,34.0,6481287,141,206,23.22
M,28.0,2908523,506,480,8.62
M,27.0,7470255,027,260,11.03
M,45.0,8417941,183,174,3.7
F,36.0,2254662,034,056,4.97
M,26.0,2035558,397,630,8.7
F,21.0,7509037,534,546,8.37
F,30.0,6419840,113,034,8.57
M,25.0,4716692,464,450,23.35
M,28.0,2963056,506,041,21.42
M,30.0,7785009,086,006,5.1
M,28.0,2250793,363,028,26.48
F,27.0,2211902,543,540,5.43
M,30.0,5721071,558,603,12.8
M,31.0,2304806,174,028,14.15
M,35.0,4977765,239,205,3.88
M,26.0,7509391,259,259,32.65
F,28.0,3657400,058,077,6.53
M,32.0,2454718,633,630,5.85
M,34.0,5324181,137,038,12.23
M,36.0,8014045,072,064,9.82
M,40.0,5112560,302,035,20.63
O,41.0,2248615,004,192-193,13.73
F,47.0,4660627,014,036,7.13
F,37.0,3187234,633,643,7.5
M,31.0,6659023,609,610,4.03
F,43.0,3740909,065,102,6.55
M,26.0,4248068,284,305,4.3
M,47.0,6230262,068,077,4.17
M,37.0,5540331,214,214,6.83
M,19.0,6240501,625,628,5.85
M,26.0,5029137,095,013,35.48
M,23.0,2053031,695,688,16.65
M,18.0,4547691,588,625,17.18
M,28.0,3332624,588,608,13.05
F,32.0,8482663,560,035,16.37
F,42.0,7543390,579,354,18.6
M,27.0,4284899,075,398,30.35
M,36.0,7931256,322,165,8.25
M,33.0,4782611,043,254,17.17
F,51.0,5939921,288,029,33.3
M,26.0,3657848,450,262,11.33
F,33.0,4466728,130,183,16.9
M,26.0,8003667,113,028,9.5
F,33.0,8731473,154,271-272,32.92
F,51.0,3474871,185,481,23.78
F,31.0,7308067,327,464,31.03
M,30.0,7099732,652,648,3.62
F,39.0,6915011,280,295,2.77
M,23.0,2413318,618,573,18.4
F,41.0,6725311,543,495,5.83
M,44.0,5255807,266-267,015,15.62
M,24.0,5453592,149,132,9.05
M,31.0,2461127,679,427,14.3
M,30.0,5394903,239,194,4.07
M,39.0,3898343,463,204,13.0
M,30.0,5477682,419,386,3.8
F,32.0,7002967,465,217,11.45
M,27.0,6867295,402,597,17.33
M,28.0,5519384,449,167,15.27
F,30.0,4887865,254,012,4.58
F,56.0,3151941,441,385,21.1
F,30.0,3352002,710,343,34.6
M,24.0,7603368,476,235-236,17.0
M,36.0,4478780,004,554,15.93
M,27.0,2907905,179,134,12.43
F,27.0,5301429,299,290,6.33
M,34.0,2099745,295,123,14.55
M,29.0,7134950,492,472,7.07
F,35.0,8131492,119,563,8.3
M,31.0,2438307,061,084,17.88
M,29.0,7100621,449,125,10.28
M,38.0,7692320,544,553,5.33
M,30.0,2784072,546,020,26.4
M,40.0,7534175,224,007,10.68
M,32.0,8694077,507,513,4.08
F,30.0,3193372,118,036,15.03
F,32.0,4182796,352,326,7.82
F,21.0,7539596,040,003,13.83
F,32.0,3417292,624,445-446,14.4
M,32.0,3841459,465,119,23.28
M,20.0,2876605,582,582,12.08
M,27.0,3474335,669,419,5.1
M,21.0,6739114,019,548,11.83
M,36.0,4097994,280,282,4.12
M,33.0,4740007,217,241,16.33
M,36.0,6683213,427,182,20.53
F,25.0,7662505,057,139,8.88
M,27.0,6477756,293,138,18.92
M,30.0,6063317,050,128,20.02
M,43.0,2852911,635,392,18.03
F,40.0,2145720,184,151,15.37
M,33.0,2572808,004,554,13.73
M,22.0,3833092,035,031,29.22
F,31.0,4965398,030,030,37.9
M,39.0,7118193,397,367,13.8
M,38.0,6566236,150,282,7.27
M,45.0,7692643,273-274,270,3.93
M,34.0,2283737,396,327,12.82
M,29.0,7672751,330,326,7.35
M,36.0,7672132,381,381,26.38
F,26.0,7626112,080,380,35.78
F,32.0,8504300,513,520,6.05
M,37.0,7078272,292,059,31.6
M,27.0,4862793,513,512,4.0
F,25.0,5993662,271-272,020,11.1
F,38.0,6152623,443,628,15.17
M,55.0,4108627,697,658,16.25
M,45.0,5222815,412,623,38.83
M,28.0,8185910,560,135,8.9
F,23.0,5402813,118,553,17.0
M,39.0,3162757,465,463,7.3
M,30.0,4588778,233,196,9.77
M,30.0,7521289,270,271-272,5.87
F,23.0,7377641,080,195,30.15
M,28.0,6259758,182,165,5.02
M,24.0,3000502,120,141,11.47
M,43.0,2148674,398,377,2.22
O,24.0,8430522,585,345,22.57
F,32.0,6041636,372,395,3.9
M,38.0,6087639,561,104,10.35
M,39.0,6852750,627,425,12.45
M,32.0,4521548,325,449,18.87
M,36.0,8132847,234,210,20.75
M,27.0,3300266,271-272,005,13.88
F,24.0,4862793,310,309,3.05
F,29.0,5819057,562,556,14.35
M,43.0,7894504,037,060,5.33
M,46.0,5072855,548,471,17.4
M,46.0,6396162,266-267,015,20.52
M,42.0,3035532,467,219,19.02
F,31.0,7871973,160,121,9.17
M,39.0,4080339,095,111,27.47
F,34.0,3741162,336,347,5.05
M,46.0,5267851,565,163,16.12
M,18.0,8512808,531,533,4.38
M,20.0,4429387,352,381,7.17
M,38.0,2756401,119,086,5.43
O,25.0,6512412,389,634,17.07
F,32.0,4089355,481,200,10.75
M,31.0,3380250,031,155,15.2
F,34.0,3718699,031,006,6.15
M,40.0,5042932,041,112,6.78
M,54.0,7475130,025,035,3.63
F,26.0,7795412,039,047,4.35
M,39.0,6060107,126,259,13.4
F,31.0,8369563,132,126,5.9
F,38.0,2682136,394,306,32.32
M,21.0,4019410,295,299,4.92
F,27.0,4451399,539,047,21.97
F,33.0,6154132,197,217,16.05
M,39.0,4666699,555,504,11.97
M,30.0,8339913,436,668,2.53
M,39.0,6772065,094,546,22.1
M,41.0,8404329,412,612,26.1
M,49.0,6428627,710,022,39.07
F,40.0,3371879,123,564,3.9
M,55.0,4461869,562,472,18.95
M,45.0,4627337,564,143,4.78
M,30.0,7413305,036,074,7.4
F,25.0,6434435,425,638,18.8
M,29.0,7773401,047,171,11.22
F,26.0,2431278,389,386,5.85
M,36.0,2164754,604,619,8.78
F,32.0,2179323,573,059,25.63
M,36.0,5959283,005,206,25.07
M,30.0,4515995,481,518,14.43
F,33.0,6745061,178,063,13.45
M,27.0,5571336,558,105,7.15
M,34.0,4686770,021,145,11.22
M,52.0,4521548,473,200,9.53
M,49.0,7601222,641,635,7.67
M,24.0,6868079,560,569,4.42
M,39.0,4144648,099,134,12.45
F,25.0,2053080,099,016,18.43
M,32.0,2033892,286,168,2.67
M,18.0,3005568,357,179,17.38
F,27.0,6198592,033,005,5.23
F,27.0,4112066,708,615,27.52
M,32.0,3158763,002,261,5.17
M,23.0,2033587,389,672,6.62
M,21.0,5144720,365,369,6.7
F,30.0,3136041,146,125,9.2
O,37.0,2909042,260,105,16.03
M,24.0,2590677,401,637,9.8
F,35.0,7801020,299,378,10.55
M,25.0,8310088,548,264-275,6.23
M,31.0,7966039,581,347,23.73
M,39.0,8469603,036,028,3.92
M,28.0,2099745,472,208,8.15
F,23.0,8712564,579,580,3.52
M,39.0,3829231,142,599,18.32
F,30.0,8927774,095,095,33.2
M,32.0,6247209,132,036,14.05
M,34.0,8835753,158-159,141,5.67
F,20.0,3269206,237-238,028,21.97
M,33.0,3978772,242,208,9.67
F,23.0,8039562,218,217,1.82
M,39.0,3159936,223,038,11.85
F,38.0,6243661,134,134,2.98
M,19.0,6327811,614,617,5.05
M,51.0,5809868,304,271-272,27.23
M,36.0,7834021,230,460,7.93
F,27.0,3129319,027,134,10.0
M,21.0,4134847,395,365,13.0
M,22.0,5637863,158-159,144,5.53
M,45.0,7152127,474,473,8.18
M,35.0,4022489,134,162,17.95
M,39.0,2170223,337,327,9.17
M,39.0,6406078,677,675,4.95
M,26.0,2494516,559,592,15.52
M,48.0,5165105,539,555,9.02
M,44.0,5359880,576,623,27.63
M,44.0,8463119,018,027,34.45
M,50.0,7155906,007,158-159,16.27
M,38.0,6754030,609,603,7.15
M,37.0,2312551,138,568,7.52
M,31.0,4279949,006,520,27.27
M,23.0,4517314,499,495,6.73
M,25.0,6308878,606,592,34.97
M,38.0,7294002,427,278,27.65
F,34.0,4861860,110,056,19.65
M,42.0,2228070,116,014,12.97
M,27.0,6190235,020,112,5.02
M,24.0,2117877,255,545,6.82
M,46.0,5785639,190,185,8.05
F,35.0,8904112,139,158-159,9.15
M,54.0,2532778,331,327,5.05
O,27.0,6417372,580,188,26.92
M,20.0,8583502,548,531,20.38
F,30.0,8467136,211,476,7.6
F,21.0,7335599,499,249,21.92
M,25.0,3089430,683,686,6.97
M,23.0,7052889,472,249,8.25
M,24.0,8182768,677,675,7.2
F,33.0,7213994,183,550,8.22
M,29.0,4549192,047,084,8.7
F,26.0,7700107,211,247,6.82
M,23.0,3806627,276,324,8.97
M,30.0,6111462,569,073,20.58
M,42.0,3029899,113,132,8.98
M,27.0,4735320,209,210,7.42
M,35.0,7151178,036,212,16.58
M,42.0,8013849,653,432,4.87
M,22.0,4843876,325,309,8.48
F,33.0,8122533,044,152,12.97
M,45.0,2568319,051,013,6.32
M,21.0,4026886,404,404,27.85
M,29.0,8148066,172,182,5.45
F,25.0,5772975,198,271-272,37.15
M,32.0,3116688,299,277,5.03
F,23.0,3011350,276,600,10.62
M,50.0,2473155,002,007,4.27
F,41.0,3465911,175,069,6.23
M,31.0,8142721,509,518,8.18
M,33.0,8381493,538,548,6.32
F,21.0,5941349,505,549,20.23
F,27.0,8099202,390-391,386,5.78
O,27.0,4348983,381,380,5.63
M,20.0,2606994,648,700,9.55
F,27.0,2361442,279,620,17.98
O,30.0,2469344,049,565,18.12
F,36.0,3446606,162,147,6.0
F,29.0,6133540,171,286,9.0
M,27.0,7448210,640,429,8.37
M,32.0,3287166,085,495,10.82
F,21.0,8071649,560,560,10.82
M,22.0,4576831,130,014,9.27
F,22.0,5089420,127,043,14.02
M,48.0,3206430,402,404,19.48
F,43.0,5564851,232,237-238,8.15
F,38.0,5656483,538,546,5.45
M,31.0,4977765,703,689,9.23
F,44.0,6947683,139,158-159,10.25
F,32.0,3368305,282,594,7.03
M,45.0,4426011,242,208,9.27
M,23.0,6582852,709,049,36.65
M,42.0,5897012,064,036,8.23
M,36.0,6323356,389,059,21.23
F,23.0,8062010,151,167,20.4
M,41.0,3047123,570,571,2.72
M,30.0,7711492,328,334,11.48
M,30.0,7263247,015,005,4.4
M,30.0,8594848,152,151,4.37
F,34.0,6189724,026,099,5.43
M,29.0,2989945,057,077,5.83
M,41.0,4479598,027,043,11.85
M,32.0,4755930,014,138,17.6
M,26.0,2517449,387,671,8.67
M,36.0,5227277,397,298,10.92
M,27.0,6363246,056,156,8.27
F,27.0,8791824,135,017,13.97
M,26.0,8088551,399,397,3.52
M,40.0,6967772,074,258,7.2
M,23.0,6615454,498,527,10.08
M,53.0,3661097,174,545,6.73
M,30.0,8481897,518,505,6.9
O,20.0,7913023,165,575,10.65
M,29.0,2637403,062,061,11.08
M,53.0,5543525,652,648,11.55
M,33.0,8892358,636,638,2.33
M,24.0,2473213,506,492,9.47
M,27.0,6692230,495,476,9.08
F,46.0,5017793,402,635,15.87
M,41.0,3067105,582,581,2.4
M,31.0,3257946,099,048,2.32
M,33.0,4001087,323,155,9.23
F,35.0,5608799,002,059,12.87
O,32.0,5568563,601,591,3.98
M,25.0,3108727,555,099,11.62
M,27.0,2266815,359,625,6.3
F,44.0,8978199,653,634,14.48
M,18.0,5811617,158-159,582,14.93
O,45.0,6711766,181,182,3.58
M,47.0,4227989,563,576,8.05
F,29.0,8716391,209,194,18.72
M,24.0,6816839,005,254,14.02
F,34.0,3551702,140,043,23.13
M,30.0,3178902,646,647,1.72
F,56.0,7366792,351,302,8.88
M,37.0,2714178,600,579,9.37
F,32.0,4998803,170,054,13.65
M,40.0,3825965,068,182,6.92
M,37.0,2198596,558,561,9.43
M,40.0,6360325,148,123,7.1
F,28.0,5991583,020,489,15.72
M,26.0,4799300,348,548,35.88
M,23.0,8731473,268-269,113,7.38
F,40.0,3580198,084,161,25.02
F,37.0,6403109,076,164,6.7
M,30.0,3356458,659,692,4.75
M,34.0,8221079,495,464,17.02
M,34.0,4777124,486,006,4.43
F,28.0,8814386,194,260,18.52
M,46.0,3192481,261,013,0.63
M,43.0,6805923,041,544,16.28
M,28.0,2288926,057,139,11.38
M,25.0,5734744,110,097,16.78
M,48.0,5692785,207,448,25.25
M,42.0,5445259,450,450,24.0
M,51.0,4672184,173,190,6.68
M,48.0,7693930,546,552,7.55
M,19.0,8342438,068,036,4.23
M,34.0,2746360,476,250,7.02
F,22.0,8026817,604,607,2.35
M,47.0,6699599,011,271-272,12.33
M,26.0,8716490,027,260,10.87
M,22.0,7528870,056,028,7.9
M,39.0,3962537,019,005,3.95
F,25.0,6032056,184,134,18.55
M,42.0,5204102,696,440,6.27
M,35.0,8921959,342,399,5.22
M,49.0,6690515,268-269,019,10.32
F,19.0,5061742,531,515,10.45
M,30.0,2992253,104,251,23.52
F,26.0,7669013,668,398,11.67
F,42.0,2661924,597,164,11.57
M,33.0,8046146,047,063,4.65
M,26.0,7107832,412,385,11.18
M,55.0,8993461,036,130,14.4
M,27.0,5419379,212,475,7.3
M,23.0,2074466,152,143,7.27
M,31.0,8558199,133,136,5.92
M,25.0,5394960,644,702,15.3
M,40.0,2030336,133,051,12.9
M,36.0,5062831,024,470,9.45
M,27.0,8703472,563,027,19.22
M,43.0,2188407,534,197,24.83
M,22.0,3233392,110,087,8.47
M,19.0,2242188,243,243,13.85
M,22.0,5081302,202,199,5.57
F,56.0,8342438,022,120,7.03
F,41.0,2916690,143,145,9.18
M,35.0,6809958,467,280,31.53
M,41.0,3611753,692,440,8.82
F,23.0,6859078,594,612,36.43
M,39.0,8843658,019,015,6.18
M,22.0,3570850,115,557,14.67
M,35.0,3517851,031,315,18.02
M,27.0,4651451,553,546,9.15
M,29.0,8234122,094,052,38.38
F,23.0,6513584,563,180,14.37
F,29.0,7905300,416,301,36.78
M,52.0,2632487,648,654,5.2
F,41.0,6691034,317,395,10.45
M,28.0,6201560,156,158-159,4.28
M,44.0,2920619,476,478,4.18
M,20.0,3298825,302,321,10.35
M,33.0,2031680,027,024,6.33
M,35.0,5878988,118,448,8.6
M,24.0,5506084,115,548,11.4
F,28.0,7369630,068,063,29.18
M,29.0,8858649,172,117,29.88
M,29.0,3325347,284,144,17.32
F,38.0,5692991,471,144,25.4
M,45.0,2420297,560,120,7.53
M,40.0,7534167,624,421,18.42
M,25.0,2333334,336,404,11.15
F,31.0,8232506,033,107-108,8.67
M,32.0,5568563,591,588,3.43
M,34.0,3424827,018,015,7.55
F,24.0,2686848,618,615,34.18
M,35.0,3866621,689,702,10.33
F,20.0,8867699,028,499,27.37
F,33.0,8411373,052,260,7.62
M,38.0,8316747,136,146,6.87
M,30.0,5781091,153,119,16.13
F,43.0,5810502,584,575,4.2
M,23.0,3951589,583,074,36.53
M,28.0,4258406,160,121,10.72
F,36.0,6513584,097,608,23.98
M,22.0,8872343,247,208,15.2
M,36.0,6428627,014,206,29.78
M,48.0,7791569,187,711,6.25
F,26.0,4094140,088,097,6.57
M,32.0,5021290,187,563,25.18
M,34.0,4134995,021,179,12.73
M,36.0,3445467,447,053,1.98
M,28.0,3420742,237-238,229,5.08
M,33.0,2819563,121,032,5.67
M,30.0,6984470,658,644,9.6
O,24.0,3222965,555,039,12.02
M,34.0,2237972,192-193,540,24.25
F,24.0,5432174,075,190,3.65
F,32.0,2867968,046,182,14.2
F,31.0,5367297,556,573,35.82
F,32.0,5266945,162,136,8.45
M,27.0,2794865,058,036,3.02
F,37.0,7103583,541,553,9.85
M,29.0,7514177,292,295,3.32
M,43.0,5634068,156,576,13.92
M,33.0,8159444,151,116,11.35
M,32.0,8815185,319,441,20.73
M,40.0,8174278,134,007,14.43
M,39.0,7087851,257,044,22.68
M,37.0,4822722,001,532,17.5
M,49.0,2339968,032,054,4.38
F,33.0,7677941,019,206,23.22
F,31.0,6347843,031,140,13.93
M,40.0,8716490,592,377,25.45
M,32.0,5822580,144,145,4.38
M,39.0,3828035,409,424,10.88
M,26.0,7035405,498,495,4.38
M,44.0,5769989,143,295,11.05
M,34.0,5494331,064,280,20.08
M,41.0,4429387,548,115,14.85
M,26.0,2718344,590,611,8.48
M,23.0,8373052,441,648,19.55
M,40.0,7261605,150,150,4.05
M,30.0,4852091,241,243,7.78
M,38.0,8516718,092,202,37.68
M,45.0,4122461,502,485,8.2
M,40.0,7791882,111,111,37.23
M,23.0,6082770,086,467,21.92
F,34.0,6412308,442,585,31.82
M,30.0,4515995,031,365,37.62
M,32.0,5003553,542,542,6.0
M,50.0,2067452,194,024,10.0
F,25.0,6537930,568,149,6.37
M,37.0,7075401,004,484,9.15
M,39.0,6009179,355,327,8.1
F,39.0,8765893,696,704,7.77
M,33.0,3704368,187,455,12.85
M,19.0,6151070,380,414,10.15
F,24.0,2438349,253,077,14.48
M,25.0,8211708,545,064,29.37
M,37.0,8359630,603,151,18.72
M,22.0,3345113,495,498,4.0
M,26.0,2980480,026,027,12.43
M,43.0,6003537,134,560,11.38
M,25.0,3325297,632,644,8.42
M,28.0,8255630,093,093,10.02
M,30.0,2695195,260,548,10.53
F,42.0,8743056,560,582,7.55
M,38.0,7569296,095,028,30.3
M,38.0,7691025,492,555,8.83
M,49.0,6736532,610,239,34.88
F,22.0,7159080,260,013,36.82
F,37.0,5664396,329,296,15.32
M,24.0,8319923,207,455,15.65
M,35.0,5148614,004,183,8.8
M,27.0,2455970,081,173,6.13
M,32.0,3682341,485,476,10.42
F,32.0,2312551,063,295,19.98
M,40.0,5333612,232,228,12.08
F,30.0,3978772,636,635,18.48
M,36.0,3836111,447,061,4.7
M,37.0,4364998,032,080,16.18
M,44.0,7411069,264-275,259,5.9
M,38.0,3097383,594,601,10.77
M,41.0,8835266,034,572,21.38
M,24.0,6207286,142,588,20.28
F,34.0,7919780,090,123,28.83
F,46.0,2862498,596,588,11.17
M,48.0,6326631,263,085,2.75
M,35.0,6637516,168,166,4.05
M,33.0,8011108,389,024,28.45
F,55.0,7485634,538,539,6.18
M,26.0,8864076,065,105,16.38
M,30.0,3769155,338,335,6.88
M,30.0,7656010,494,475,16.27
M,35.0,5313648,254,019,7.58
F,37.0,3564663,242,237-238,11.15
F,28.0,4965380,540,554,8.32
M,52.0,2680528,493,211,16.78
O,49.0,8337115,305,175,14.25
F,44.0,3897584,081,131,8.2
M,37.0,8572349,420,432,11.52
M,30.0,2167716,140,139,8.18
M,47.0,7355522,113,475,18.57
F,47.0,8420945,561,099,5.07
M,27.0,6615454,087,127,21.73
M,47.0,8452369,623,620,6.68
M,32.0,8370967,190,288,12.07
M,38.0,5360193,286,168,3.23
M,30.0,4602959,041,192-193,29.82
M,55.0,3580511,098,121,8.92
M,29.0,2815504,483,194,15.43
M,25.0,6481287,466,197,6.95
F,24.0,6265102,254,051,13.43
M,27.0,2775088,463,155,38.67
M,38.0,7845712,217,576,22.18
M,27.0,5951744,648,709,8.0
M,29.0,3023579,087,109,18.57
M,44.0,2194561,490,508,9.95
M,47.0,3778677,485,001,5.17
M,28.0,8585077,271-272,012,10.48
M,41.0,7768179,027,119,6.25
M,37.0,5233655,631,613,16.67
M,22.0,4053062,102,104,23.48
F,32.0,2304301,071,028,15.17
M,22.0,4877924,563,121,6.95
M,44.0,4576633,226,221,15.18
F,31.0,2242238,061,138,11.72
F,27.0,5128459,199,212,8.4
M,30.0,8618183,513,517,11.98
M,40.0,8482663,536,123,25.42
F,33.0,5977277,146,068,6.47
F,24.0,7536857,026,190,28.17
M,23.0,7285257,498,503,8.12
M,19.0,4203675,419,704,20.52
F,28.0,8937120,644,444,21.93
M,36.0,2030963,546,219,33.15
F,27.0,6294839,092,450,13.1
F,36.0,3125481,185,232,18.93
M,41.0,5144829,154,151,4.08
F,44.0,6371793,683,675,29.97
M,41.0,4263778,454,234,9.05
F,29.0,3807922,064,305,12.15
M,31.0,6516959,212,502,17.27
M,26.0,2973394,215,216,9.57
M,24.0,4114641,030,315,17.83
M,53.0,3596129,205,478,5.78
M,34.0,7111479,153,558,17.3
M,33.0,2652337,295,299,6.03
F,34.0,2934560,582,581,3.22
F,30.0,3937471,155,051,13.2
O,28.0,3441375,593,072,27.72
M,39.0,7377195,027,096,14.6
M,55.0,3140662,402,641,17.17
M,26.0,7103211,416,313,16.93
M,28.0,6778989,492,270,12.65
M,26.0,5843263,114,034,7.87
M,33.0,5478714,474,242,10.58
M,48.0,4297552,068,062,27.65
M,27.0,5837166,620,580,14.58
M,40.0,4310827,680,635,32.22
M,36.0,3313871,258,182,14.2
O,26.0,7711492,031,230,21.05
M,19.0,2061398,404,291,13.02
M,44.0,3233392,708,405,14.12
M,51.0,4658183,110,109,5.45
M,35.0,4781670,393,180,20.43
M,33.0,2498368,160,175,27.32
M,29.0,2663326,037,113,15.85
M,44.0,4434080,010,128,7.8
M,46.0,4562294,186,185,3.12
M,28.0,4574182,246,036,11.33
M,30.0,7032097,691,636,24.47
M,35.0,2218790,010,113,34.98
M,47.0,8911463,481,199,14.07
M,31.0,4720777,546,553,4.77
M,51.0,3901626,498,498,24.05
M,24.0,7727274,675,708,29.92
M,31.0,8036279,031,121,4.65
F,37.0,2023141,242,001,27.7
M,34.0,3300266,040,447,7.78
M,31.0,6323299,051,158-159,15.05
F,44.0,7601933,005,518,37.73
F,32.0,4786000,291,339,14.2
F,29.0,7980097,183,547,13.83
M,21.0,4965398,288,369,11.82
M,29.0,2771202,031,596,21.37
M,24.0,6323653,226,192-193,6.4
M,23.0,2089191,652,663,14.03
F,30.0,2464774,616,358,12.42
M,27.0,4772182,018,271-272,9.87
F,35.0,8900896,475,466,7.25
M,30.0,5861091,242,248,25.9
M,23.0,5937040,416,367,11.55
M,34.0,5376108,212,247,8.4
M,23.0,4045381,066,132,23.52
M,17.0,3851649,475,528,16.52
F,35.0,6013254,083,074,2.45
M,26.0,6148597,051,154,9.75
F,28.0,7573033,682,384,21.48
M,19.0,4424750,134,158-159,7.25
F,29.0,2319309,182,449,11.02
F,23.0,4737185,019,004,7.82
M,47.0,7771884,489,522,16.87
M,22.0,3434792,312,384,10.45
M,38.0,6315493,233,218,5.93
F,28.0,8436818,148,145,3.5
M,40.0,8504300,028,158-159,15.73
F,25.0,2753051,222,491,18.4
M,35.0,7777733,001,486,4.27
M,31.0,2289742,047,180,11.15
F,49.0,7658636,328,253,17.8
F,32.0,8370728,460,243,8.85
F,28.0,5744453,077,561,23.0
M,24.0,4404570,144,080,12.35
M,53.0,2413318,035,166,22.87
M,24.0,2135663,685,115,37.43
F,34.0,8075160,075,071,5.52
F,52.0,4297206,079,190,7.57
O,40.0,5109749,326,377,18.88
M,36.0,6655229,026,065,10.55
M,45.0,3791829,286,335,13.87
F,37.0,8762064,257,566,19.17
F,28.0,8643256,111,099,22.75
M,23.0,7110539,548,497,10.78
F,30.0,6514137,006,119,11.3
M,36.0,7424112,580,087,37.5
O,38.0,5359880,571,628,33.53
M,45.0,5854013,018,538,13.52
M,31.0,6403109,192-193,250,29.0
F,32.0,3620739,011,548,18.0
M,35.0,6681720,037,324,22.65
M,35.0,5443106,631,317,21.52
M,31.0,6231252,038,551,21.97
M,32.0,6037717,377,436,16.12
M,38.0,3235702,541,107-108,25.78
M,45.0,3638780,305,181,9.63
F,45.0,5949912,019,001,5.72
M,37.0,5925193,058,077,7.08
M,27.0,8482390,019,552,10.45
F,24.0,2221224,184,028,9.17
M,46.0,4769626,555,549,2.73
M,55.0,7367741,223,467,17.68
F,30.0,3381969,214,211,8.7
M,41.0,4701249,548,497,8.1
M,32.0,2699346,298,080,9.57
M,51.0,3154572,447,066,3.85
M,36.0,7155500,107-108,039,14.33
M,38.0,6047088,492,243,12.07
M,30.0,5911490,353,034,21.5
F,27.0,3021250,258,258,30.75
M,35.0,3028107,022,271-272,20.15
M,28.0,7261605,324,433,13.15
M,27.0,5301429,186,128,15.23
M,50.0,5791207,204,241,9.88
M,23.0,6511539,253,205,9.42
M,28.0,7445927,097,560,11.02
M,30.0,6379986,008,014,11.45
M,27.0,5697495,031,107-108,5.57
M,25.0,3003290,155,052,29.02
M,44.0,2999043,067,129,11.05
M,39.0,6005110,028,045,32.1
M,18.0,5499462,359,029,39.37
M,26.0,3073947,476,262,33.97
M,54.0,7531619,496,485,7.88
F,28.0,4595765,038,182,11.5
M,27.0,2738052,465,237-238,30.87
F,32.0,5405741,474,271-272,30.25
M,26.0,6767024,052,041,5.17
M,26.0,6902084,174,194,34.73
M,31.0,6974505,084,043,34.02
F,27.0,8142697,555,018,9.3
F,35.0,6933097,145,575,8.72
M,35.0,7394042,482,211,8.57
M,41.0,7043466,637,414,21.45
M,30.0,4665949,014,010,14.32
F,29.0,3718053,390-391,384,6.53
F,19.0,2565455,144,303,31.4
M,27.0,7255011,703,637,26.55
M,41.0,3073947,195,192-193,7.13
F,45.0,5506555,696,325,29.83
O,52.0,2527406,509,518,8.55
M,52.0,8757767,390-391,399,9.85
M,29.0,3871506,398,675,20.55
M,46.0,6029771,357,374,5.18
M,43.0,8052714,402,633,7.02
M,28.0,5768569,164,318,9.2
M,30.0,6534085,321,321,2.12
M,22.0,6174775,299,369,30.38
M,53.0,6231930,030,023,32.5
F,27.0,6365308,544,543,5.15
M,34.0,5211032,313,077,24.38
M,23.0,8960825,409,409,18.78
F,35.0,8828782,037,164,19.23
M,36.0,3325560,212,348,31.7
M,27.0,2024958,624,341,18.7
F,23.0,7534175,508,550,26.58
F,27.0,7174121,006,271-272,18.12
F,54.0,5101621,073,064,33.13
M,34.0,6394613,621,624,5.3
M,26.0,7043060,040,158-159,13.37
M,32.0,5654082,524,241,30.88
M,30.0,3901162,612,608,5.0
M,32.0,6867295,563,031,9.37
M,34.0,8739930,463,221,7.78
M,33.0,6428627,082,124,13.17
M,41.0,3660032,603,594,12.7
F,28.0,2621134,401,642,13.6
M,33.0,7791569,117,007,12.6
M,38.0,4667051,468,471,3.43
M,40.0,3590023,134,043,15.75
M,26.0,3844644,305,353,8.47
M,24.0,5633102,492,271-272,15.15
M,31.0,8440885,370,347,3.57
F,25.0,2666717,466,264-275,20.52
M,32.0,3453693,006,027,3.45
M,43.0,5626072,008,093,14.98
F,33.0,7213432,231,023,33.38
M,38.0,5910989,381,331,17.9
M,27.0,5494067,261,195,29.55
M,27.0,3192481,387,366,4.03
M,28.0,3302387,476,019,18.13
M,27.0,2223949,669,348,38.72
M,23.0,8350456,570,019,11.37
F,36.0,5811617,449,151,13.53
F,29.0,3229630,030,277,23.28
M,37.0,4031670,011,016,4.7
M,23.0,3774049,595,607,14.7
M,43.0,4001087,211,217,2.45
M,25.0,8126484,021,003,10.57
M,23.0,4453767,586,136,15.6
